usuario_id,total_compras,total_productos,gasto_total,gasto_promedio_por_compra,desviacion_gasto,primera_compra,ultima_compra,dias_actividad,frecuencia_promedio_compras,compras_ultimos_3_meses,dias_desde_ultima_compra,prop_recoger_en_tienda,metodo_pago_predominante,num_tipos_unicos,num_marcas_unicas,num_categorias_unicas,tipos_comprados,marcas_compradas,categorias_compradas,colores_comprados,tallas_compradas,Cluster
843,4,18,17454,1586.727273,445.982081,24/01/2025 03:04,29/06/2025 02:04,156,0.0255,6,20,2,efectivo,7,1,1,"['CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Rosa, Verde","['M', 'O']",1
844,3,8,5550,792.857143,299.080223,29/01/2025 00:38,30/05/2025 11:52,121,0.0246,3,50,1,efectivo,6,1,2,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SHORT', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul fuerte, Azul mate, Beige, Blanco, Naranja, Rosa",['M'],2
845,4,16,12680,1408.888889,1200.365171,15/02/2025 01:35,25/06/2025 07:43,130,0.0305,4,24,1.25,efectivo,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Azul, Azul marino, Blanco, Gris, Naranja, Negro, Rojo, Rosa, Verde","['M', 'S']",0
846,3,16,11600,1054.545455,1041.9681,23/03/2025 15:08,18/07/2025 13:25,117,0.0254,7,1,3.6667,efectivo,4,1,2,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SUDADERA']",O,"['NIÑA', 'NIÑO']","Azul, Beige, Blanco, Gris, Naranja, Rojo, Rosa, Verde, Vino","['M', 'S']",2
847,4,22,22040,1836.666667,1148.160364,11/03/2025 18:52,18/06/2025 09:43,99,0.04,6,31,0.75,efectivo,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA LARGA', 'PLAYERA', 'SACO']",O,['NIÑO'],"Azul, Azul fuerte, Azul marino, Blanco, Gris, Naranja",['M'],0
848,3,12,9819,1402.714286,696.311653,01/05/2025 01:02,08/07/2025 08:52,68,0.0435,7,11,1.3333,transferencia,5,1,2,"['CONJUNTO', 'GUAYABERA', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Azul fuerte, Azul mate, Rosa, Verde","['M', 'O']",1
849,4,18,15968,1596.8,857.85789,13/03/2025 18:15,12/07/2025 12:28,121,0.0328,7,7,1.5,efectivo,4,1,1,"['CHAMARRA', 'CONJUNTO', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Beige, Blanco, Morado, Rojo, Rosa, Verde, Vino","['M', 'S']",1
850,3,11,7090,886.25,330.943254,13/03/2025 14:55,30/05/2025 02:22,78,0.038,2,50,2.6667,efectivo,4,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PLAYERA']",O,['NIÑO'],"Beige, Blanco, Naranja, Rojo, Rosa, Verde, Verde mate","['M', 'S']",0
851,3,15,15561,1945.125,1050.892173,06/03/2025 17:20,14/06/2025 04:37,100,0.0297,3,35,0,transferencia,5,1,1,"['CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul, Azul fuerte, Azul mate, Blanco, Rosa","['M', 'S']",1
852,3,13,9760,1084.444444,805.482755,30/01/2025 01:50,17/06/2025 12:16,138,0.0216,6,32,0.6667,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Azul, Beige, Blanco, Gris, Naranja, Rosa, Verde","['M', 'S']",0
853,4,22,15767,1212.846154,853.010221,17/02/2025 22:48,15/05/2025 20:08,87,0.0455,3,65,3.25,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Azul marino, Beige, Blanco, Gris, Negro, Rojo, Verde, Verde mate","['M', 'S']",0
854,4,13,10669,1066.9,533.267747,23/01/2025 22:52,11/04/2025 20:52,78,0.0506,0,99,0.75,efectivo,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Amarillo, Blanco, Negro, Rojo, Rosa, Verde, Vino",['M'],1
855,3,14,12447,1555.875,799.748779,04/04/2025 19:05,17/07/2025 09:54,104,0.0286,6,2,0.6667,transferencia,4,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul fuerte, Beige, Blanco, Rosa",['M'],2
856,3,17,16440,1826.666667,553.5341,08/03/2025 12:55,03/07/2025 21:41,117,0.0254,3,16,2,efectivo,6,1,3,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA', 'PLAYERA', 'SUDADERA']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Azul marino, Beige, Blanco, Cafe, Naranja, Rosa, Verde","['M', 'S']",2
857,3,12,12610,1801.428571,898.831441,30/04/2025 02:25,11/07/2025 19:50,72,0.0411,7,8,1.6667,transferencia,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul, Azul marino, Blanco, Negro, Rosa, Verde",['M'],1
858,3,13,10780,1197.777778,844.995434,04/04/2025 18:16,30/06/2025 03:10,87,0.0341,6,19,2,efectivo,6,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SACO', 'SUDADERA']",O,['NIÑO'],"Amarillo, Beige, Blanco, Negro, Rojo, Rosa",['M'],0
859,4,20,17079,1423.25,743.444363,05/03/2025 08:03,10/06/2025 11:52,97,0.0408,6,39,1.25,efectivo,5,1,1,"['CAMISA', 'CONJUNTO', 'GUAYABERA', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Amarillo, Azul, Azul fuerte, Azul marino, Blanco, Cafe, Negro, Rojo, Rosa",['M'],0
860,3,16,12650,1581.25,1085.753627,05/04/2025 07:21,21/06/2025 07:21,77,0.0385,5,28,0.6667,efectivo,5,1,1,"['CONJUNTO', 'CONJUNTO CAMISA', 'GUAYABERA LARGA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Azul, Azul marino, Blanco, Rojo, Vino",['M'],0
861,4,21,19413,1617.75,674.012132,08/02/2025 18:13,05/05/2025 07:57,86,0.046,6,75,0,efectivo,4,1,2,"['CAMISA', 'CONJUNTO', 'SACO', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Azul marino, Beige, Blanco, Morado, Negro, Rosa, Verde",['M'],2
862,3,20,18220,2024.444444,1176.351337,09/03/2025 10:02,06/05/2025 20:42,58,0.0508,2,74,1.3333,efectivo,6,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA LARGA', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Azul fuerte, Blanco, Negro, Rojo, Rosa",['M'],0
863,4,21,16471,1372.583333,795.125719,29/04/2025 18:01,16/06/2025 10:56,48,0.0816,12,33,2.5,efectivo,7,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PLAYERA', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Azul marino, Beige, Blanco, Morado, Rojo, Rosa, Verde","['M', 'O', 'S']",2
864,3,13,13017,1627.125,643.675275,22/01/2025 14:47,31/03/2025 17:29,68,0.0435,0,110,1,efectivo,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Blanco, Negro, Rosa, Verde",['M'],1
865,3,14,11562,1651.714286,1369.417156,31/01/2025 16:58,16/07/2025 23:50,166,0.018,3,3,1.3333,efectivo,5,1,2,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA LARGA', 'SUDADERA']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Blanco, Rosa, Verde mate",['M'],2
866,4,17,12859,1169,821.498077,24/02/2025 17:50,09/06/2025 21:17,105,0.0377,5,40,1.5,efectivo,5,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul, Azul marino, Beige, Blanco, Gris, Negro, Rojo, Rosa",['M'],0
867,4,16,15130,1681.111111,807.416104,11/02/2025 12:03,20/06/2025 01:41,129,0.0308,2,29,0.5,transferencia,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Blanco, Morado, Rojo, Rosa, Verde","['M', 'O']",1
869,4,21,16128,1152,833.60011,20/01/2025 11:37,16/06/2025 10:51,147,0.027,4,33,1.5,efectivo,7,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PANTALON', 'SHORT', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Azul fuerte, Beige, Blanco, Cafe, Negro, Rosa","['M', 'S']",2
870,3,11,12050,1506.25,860.79814,31/03/2025 07:03,11/06/2025 04:31,72,0.0411,6,38,2,efectivo,6,1,2,"['CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'PLAYERA', 'SUDADERA']",O,"['NIÑA', 'NIÑO']","Azul, Blanco, Rojo, Verde, Vino",['M'],2
871,3,12,11350,1621.428571,1072.013174,05/02/2025 03:06,04/07/2025 09:27,149,0.02,2,15,1.6667,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SACO']",O,['NIÑO'],"Blanco, Cafe, Negro, Rojo, Rosa, Verde","['M', 'S']",0
872,3,15,14120,1765,971.776723,07/04/2025 06:14,10/05/2025 05:52,33,0.0882,5,70,2.6667,transferencia,4,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'VESTIDO']",O,['NIÑA'],"Blanco, Rojo, Rosa, Verde","['M', 'O', 'S']",1
873,4,15,12407,1127.909091,406.217016,19/02/2025 10:45,10/06/2025 12:20,111,0.0357,6,39,1.25,efectivo,7,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul fuerte, Blanco, Morado, Negro, Rosa, Verde","['M', 'O', 'S']",1
874,3,18,16721,1672.1,965.237634,27/02/2025 02:42,15/06/2025 18:01,108,0.0275,3,34,0,efectivo,5,1,3,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Azul, Beige, Blanco, Cafe, Morado, Negro, Rojo, Rosa",['M'],2
875,4,20,16418,1368.166667,1153.247721,14/03/2025 09:53,17/06/2025 12:05,95,0.0417,5,32,1.5,transferencia,3,1,1,"['CAMISA', 'CONJUNTO', 'SACO']",O,['NIÑO'],"Amarillo, Azul marino, Beige, Blanco, Cafe, Gris, Negro, Rosa, Verde","['M', 'S']",0
876,3,11,10230,1705,1332.438241,28/02/2025 11:21,14/05/2025 12:32,75,0.0395,2,66,2,efectivo,3,1,1,"['CHAMARRA', 'CONJUNTO', 'VESTIDO']",O,['NIÑA'],"Azul marino, Azul mate, Blanco, Morado, Negro, Rojo",['M'],1
877,4,17,15962,1596.2,777.234817,05/02/2025 09:58,16/07/2025 09:37,161,0.0247,6,3,0.75,efectivo,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'SUDADERA']",O,['NIÑA'],"Amarillo, Azul, Blanco, Rosa, Verde, Vino","['M', 'O']",1
878,3,10,11100,1387.5,676.881637,17/03/2025 10:08,28/06/2025 04:02,103,0.0288,5,21,1.6667,transferencia,5,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul, Azul marino, Blanco, Rojo, Rosa, Verde","['M', 'O']",1
879,4,19,17178,1908.666667,1134.256879,24/01/2025 08:23,08/06/2025 14:09,135,0.0294,3,41,1.75,transferencia,7,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'GUAYABERA LARGA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul fuerte, Blanco, Gris, Negro, Rosa, Verde mate",['M'],0
880,4,17,11160,1014.545455,873.700215,10/02/2025 05:44,07/07/2025 16:06,147,0.027,8,12,1.25,transferencia,4,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Azul, Beige, Blanco, Cafe, Naranja, Negro, Rojo",['M'],0
881,3,11,11489,1436.125,739.143159,04/02/2025 11:09,25/06/2025 20:21,141,0.0211,2,24,2.6667,efectivo,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON', 'SUDADERA']",O,['NIÑA'],"Amarillo, Azul fuerte, Blanco, Rojo, Rosa",['M'],1
882,4,18,15095,1372.272727,621.168707,25/03/2025 12:30,31/05/2025 05:39,67,0.0588,9,49,2.25,efectivo,5,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PANTALON', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul fuerte, Beige, Blanco, Gris, Morado, Negro",['M'],2
883,4,17,14339,1194.916667,914.217102,14/03/2025 12:20,12/06/2025 18:59,90,0.044,9,37,0.75,efectivo,5,1,2,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SHORT', 'SUDADERA']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Azul marino, Beige, Blanco, Naranja, Rojo, Rosa",['M'],0
884,4,19,20786,2078.6,1256.237653,21/01/2025 05:23,02/06/2025 04:08,132,0.0301,4,47,1.25,transferencia,3,1,1,"['CONJUNTO', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul, Azul fuerte, Blanco, Rosa, Verde","['M', 'S']",1
885,3,16,15416,1712.888889,1197.679279,19/01/2025 07:01,11/05/2025 00:25,112,0.0265,3,69,1,efectivo,7,1,3,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'SACO', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Azul mate, Blanco, Negro, Rosa, Verde, Vino","['M', 'O']",2
886,3,14,14753,2107.571429,825.415542,20/01/2025 01:00,19/07/2025 06:44,180,0.0166,4,0,1,transferencia,4,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'VESTIDO']",O,['NIÑA'],"Azul, Azul marino, Blanco, Rosa",['M'],1
887,4,20,13948,1268,866.913019,21/04/2025 17:40,11/07/2025 07:11,81,0.0488,11,8,1.25,efectivo,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO CAMISA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Azul, Azul fuerte, Beige, Blanco, Gris, Vino",['M'],0
888,4,21,21289,1774.083333,1425.559566,04/02/2025 09:51,04/06/2025 23:58,120,0.0331,3,45,1.25,efectivo,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO CAMISA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul, Azul marino, Blanco, Naranja, Rojo, Rosa, Verde, Verde mate","['M', 'S']",0
889,4,21,19580,1631.666667,940.025118,16/02/2025 02:56,30/06/2025 14:19,134,0.0296,6,19,1.5,transferencia,6,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA', 'PANTALON', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Azul marino, Beige, Blanco, Morado, Rosa",['M'],2
890,4,21,13110,1092.5,456.966903,13/03/2025 18:13,05/06/2025 14:17,84,0.0471,6,44,0.75,efectivo,5,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA LARGA', 'PLAYERA']",O,"['NIÑA', 'NIÑO']","Amarillo, Beige, Blanco, Gris, Morado, Negro, Rosa, Verde","['M', 'S']",2
891,4,17,16530,1502.727273,837.61665,14/02/2025 11:41,09/07/2025 22:29,145,0.0274,5,10,0.5,efectivo,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'GUAYABERA', 'VESTIDO']",O,['NIÑA'],"Azul, Azul mate, Blanco, Morado, Negro, Rosa, Verde","['M', 'O', 'S']",1
892,3,12,14450,1806.25,946.822812,20/04/2025 21:28,20/06/2025 11:38,61,0.0484,8,29,1.6667,transferencia,3,1,1,"['CONJUNTO', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Rosa, Vino","['M', 'S']",1
893,3,15,13330,1904.285714,931.877631,27/02/2025 03:01,30/06/2025 23:19,123,0.0242,5,19,2.3333,transferencia,4,1,1,"['CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'GUAYABERA']",O,['NIÑA'],"Blanco, Morado, Rosa, Verde","['M', 'O']",1
894,3,10,10060,1117.777778,276.316155,05/02/2025 07:13,08/05/2025 19:12,92,0.0323,3,72,0,efectivo,3,1,1,"['CONJUNTO', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Rojo, Rosa",['M'],1
895,3,13,11760,1680,788.561077,01/02/2025 00:58,02/05/2025 13:03,90,0.033,2,78,2.3333,efectivo,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Azul fuerte, Blanco, Cafe, Gris, Rojo, Verde mate",['M'],0
896,3,15,9000,1000,650.64071,19/03/2025 22:43,02/05/2025 19:35,44,0.0667,4,78,2.3333,efectivo,3,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA']",O,['NIÑO'],"Beige, Blanco, Gris, Rojo, Vino",['M'],0
897,4,20,17200,1433.333333,842.440239,22/03/2025 18:54,13/06/2025 12:03,83,0.0476,5,36,1.25,transferencia,7,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Azul, Azul marino, Blanco, Verde mate, Vino",['M'],0
898,4,21,21921,1992.818182,1322.147896,10/02/2025 13:09,06/05/2025 09:09,85,0.0465,4,74,0,transferencia,6,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Azul fuerte, Beige, Blanco, Gris, Negro, Rosa, Vino",['M'],2
899,4,18,15973,1597.3,801.070914,02/05/2025 11:42,25/06/2025 03:30,54,0.0727,10,24,1.25,transferencia,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul, Azul fuerte, Blanco, Negro, Rosa, Verde, Vino",['M'],1
900,4,16,15073,1370.272727,842.580893,12/05/2025 17:25,22/06/2025 22:33,41,0.0952,11,27,0.5,efectivo,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Amarillo, Azul, Azul marino, Blanco, Rojo, Rosa, Verde","['M', 'O', 'S']",1
901,3,14,8300,922.222222,468.965239,11/02/2025 22:42,19/06/2025 18:07,128,0.0233,6,30,1,transferencia,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PLAYERA', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Azul, Azul marino, Blanco, Negro, Rojo, Verde","['M', 'S']",0
902,4,20,18920,1720,789.75255,20/01/2025 20:55,27/05/2025 19:54,127,0.0313,3,53,0.5,efectivo,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Amarillo, Azul mate, Blanco, Morado, Negro, Rojo, Rosa, Vino","['M', 'S']",1
903,3,13,9728,1389.714286,951.432111,17/02/2025 20:37,11/03/2025 12:02,22,0.1304,0,130,0,efectivo,5,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PLAYERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Blanco, Cafe, Negro, Verde, Verde mate","['M', 'S']",2
904,4,16,10910,991.818182,418.73876,10/02/2025 11:25,04/06/2025 15:17,114,0.0348,4,45,1.75,transferencia,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Azul fuerte, Beige, Blanco, Gris, Negro, Rojo, Verde","['M', 'S']",0
905,3,12,12150,1735.714286,886.693008,05/03/2025 13:46,11/07/2025 09:02,128,0.0233,5,8,1.3333,efectivo,4,1,1,"['CONJUNTO', 'CONJUNTO CAMISA', 'SACO', 'SHORT']",O,['NIÑO'],"Azul, Azul marino, Blanco, Negro, Verde","['M', 'S']",0
906,3,9,8367,1195.285714,783.577276,19/01/2025 09:07,17/02/2025 14:06,29,0.1,0,152,0,efectivo,4,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON']",O,['NIÑA'],"Blanco, Rosa, Verde",['M'],1
907,3,12,12880,1840,795.612971,27/01/2025 23:45,17/06/2025 06:28,141,0.0211,5,32,0.6667,efectivo,4,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'VESTIDO']",O,['NIÑA'],"Beige, Blanco, Morado, Rosa","['M', 'S']",1
908,4,15,12178,1217.8,503.17329,12/02/2025 02:09,12/07/2025 14:06,150,0.0265,2,7,0.75,efectivo,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul fuerte, Azul marino, Beige, Blanco, Negro, Rosa, Verde","['M', 'O']",1
909,4,18,16886,1535.090909,807.580163,07/04/2025 20:46,24/05/2025 04:57,47,0.0833,5,56,1,efectivo,3,1,2,"['CAMISA', 'CONJUNTO', 'SHORT']",O,"['NIÑA', 'NIÑO']","Azul, Azul fuerte, Beige, Blanco, Negro, Rojo, Rosa, Verde","['M', 'S']",2
910,4,17,11520,1152,459.606571,24/03/2025 08:37,15/06/2025 06:47,83,0.0476,6,34,1.75,efectivo,4,1,1,"['CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'VESTIDO']",O,['NIÑA'],"Azul, Azul mate, Beige, Blanco, Negro, Rosa, Verde","['M', 'O', 'S']",1
911,4,18,18709,1559.083333,1208.326491,27/01/2025 14:21,25/06/2025 00:58,149,0.0267,4,24,2.25,efectivo,6,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO CAMISA', 'GUAYABERA LARGA', 'PANTALON', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Azul mate, Beige, Blanco, Morado, Rosa, Vino",['M'],2
912,3,19,11890,1189,595.557722,06/02/2025 16:23,17/06/2025 03:38,131,0.0227,3,32,1,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Beige, Blanco, Gris, Naranja, Negro, Rosa, Verde mate",['M'],0
913,3,16,11590,1448.75,633.786981,07/03/2025 21:58,18/07/2025 19:12,133,0.0224,3,1,0.6667,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Azul fuerte, Beige, Blanco, Rojo, Verde","['M', 'S']",0
914,4,18,15790,1315.833333,555.228156,28/01/2025 16:12,18/06/2025 12:24,141,0.0282,6,31,2.25,transferencia,6,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA LARGA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul fuerte, Azul marino, Blanco, Gris, Negro, Rosa, Verde","['M', 'S']",0
915,4,16,12306,1025.5,620.096296,27/02/2025 11:13,21/06/2025 08:07,114,0.0348,6,28,2.25,efectivo,8,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'GUAYABERA LARGA', 'PLAYERA', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul marino, Beige, Blanco, Gris, Naranja, Rojo",['M'],0
916,4,18,18129,1812.9,731.787189,02/02/2025 01:10,20/06/2025 13:48,138,0.0288,7,29,2,efectivo,4,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'VESTIDO']",O,['NIÑA'],"Blanco, Negro, Rosa, Verde","['M', 'S']",1
917,3,11,12190,1741.428571,1293.814168,24/01/2025 12:59,04/07/2025 19:37,161,0.0185,2,15,1.6667,transferencia,4,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul, Morado, Rojo, Verde, Vino",['M'],1
918,4,22,14818,1058.428571,563.078872,27/02/2025 14:50,06/06/2025 09:28,99,0.04,3,43,3.5,efectivo,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Amarillo, Azul, Azul fuerte, Beige, Blanco, Gris, Negro, Rojo, Vino",['M'],0
919,4,17,14518,1451.8,969.352959,18/03/2025 04:41,01/07/2025 07:34,105,0.0377,5,18,0.75,efectivo,5,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul fuerte, Azul marino, Beige, Blanco, Naranja, Negro, Rojo, Rosa",['M'],0
920,4,15,11740,1067.272727,846.448097,26/02/2025 01:02,25/03/2025 09:14,27,0.1429,0,116,1.5,efectivo,6,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SACO', 'SHORT']",O,['NIÑO'],"Azul, Blanco, Gris, Naranja, Rojo, Rosa, Verde","['M', 'S']",0
921,3,15,13540,1504.444444,886.229355,18/05/2025 10:46,29/06/2025 23:01,42,0.0698,9,20,1.6667,transferencia,5,1,2,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul fuerte, Beige, Blanco, Rojo, Rosa, Verde","['M', 'S']",2
922,3,17,17960,1995.555556,898.58594,04/06/2025 13:30,14/06/2025 05:27,10,0.2727,9,35,2.3333,efectivo,6,1,2,"['CAMISA', 'CONJUNTO', 'GUAYABERA LARGA', 'PLAYERA', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul fuerte, Blanco, Gris, Rosa",['M'],2
